country,code country,Year,Maize yield
Costa Rica,CRI,1980,1.9387
Cote d'Ivoire,CIV,1980,812
Cuba,CUB,1980,12.337.999
Cyprus,CYP,1980,0
Czechoslovakia,OWID_CZS,1980,4.6851
Democratic Republic of Congo,COD,1980,7.995
Denmark,DNK,1980,0
Dominica,DMA,1980,1.4375
Dominican Republic,DOM,1980,12.782.999
East Timor,TLS,1980,1.0417
Eastern Africa (FAO),0,1980,12.566.999
Eastern Asia (FAO),0,1980,3.1078
Eastern Europe (FAO),0,1980,3.5967
Ecuador,ECU,1980,1.0698
Egypt,EGY,1980,4.0366
El Salvador,SLV,1980,1.8153
Eswatini,SWZ,1980,1.3597
Ethiopia (former),OWID_ERE,1980,17.501.999
Europe,0,1980,42.105.603
Europe (FAO),0,1980,4.2114
European Union (27),0,1980,45.476.365
European Union (27) (FAO),0,1980,4.5488
Faroe Islands,FRO,1980,0
Fiji,FJI,1980,1.75
Finland,FIN,1980,0
France,FRA,1980,5.3167
French Guiana,GUF,1980,0
French Polynesia,PYF,1980,0
Gabon,GAB,1980,1.4896
Gambia,GMB,1980,10.677.999
Germany,DEU,1980,5.6435
Ghana,GHA,1980,8.682
Greece,GRC,1980,74.144.998
Grenada,GRD,1980,894
Guatemala,GTM,1980,1.369
Guinea,GIN,1980,1
Guinea-Bissau,GNB,1980,1
Guyana,GUY,1980,1.4797
Haiti,HTI,1980,89.589.995
High-income countries,0,1980,5.432.506
Honduras,HND,1980,1.1455
Hong Kong,HKG,1980,0
Hungary,HUN,1980,53.241.997
Iceland,ISL,1980,0
India,IND,1980,1.1586
Indonesia,IDN,1980,14.591.999
Iran,IRN,1980,1.4286
Iraq,IRQ,1980,25.147.998
Ireland,IRL,1980,0
Israel,ISR,1980,4.8929
Italy,ITA,1980,67.711.997
Jamaica,JAM,1980,1.5216
Japan,JPN,1980,19.885.999
Jordan,JOR,1980,76.499.996
Kenya,KEN,1980,11.999.999
Kuwait,KWT,1980,5.4
Land Locked Developing Countries (FAO),0,1980,13.407.999
Laos,LAO,1980,10.030.999
Least Developed Countries (FAO),0,1980,11.409.999
Lebanon,LBN,1980,1
Lesotho,LSO,1980,9.571
Liberia,LBR,1980,0
Libya,LBY,1980,0.95
Low Income Food Deficit Countries (FAO),0,1980,1.319
Low-income countries,0,1980,14.197.229
Lower-middle-income countries,0,1980,12.285.095
Madagascar,MDG,1980,9.975
Malawi,MWI,1980,1.2232
Malaysia,MYS,1980,1.1429
Maldives,MDV,1980,1
Mali,MLI,1980,1.1097
Malta,MLT,1980,0
Mauritania,MRT,1980,64.519.995
Mauritius,MUS,1980,2.2454
Melanesia,OWID_MNS,1980,15.777.999
Mexico,MEX,1980,1.8261
Middle Africa (FAO),0,1980,72.779.995
Mongolia,MNG,1980,0
Morocco,MAR,1980,80.869.997
Mozambique,MOZ,1980,54.289.997
Myanmar,MMR,1980,1.1513
Namibia,NAM,1980,12.307.999
Nepal,NPL,1980,1.6241
Net Food Importing Developing Countries (FAO),0,1980,1.3218
Netherlands,NLD,1980,39.215.999
New Caledonia,NCL,1980,2.9245
New Zealand,NZL,1980,8.0758
Nicaragua,NIC,1980,11.230.999
Niger,NER,1980,6.579
Nigeria,NGA,1980,1.3161
North America,0,1980,48.279.257
North Korea,PRK,1980,39.129.999
Northern Africa (FAO),0,1980,2.8135
Northern America (FAO),0,1980,57.089.996
Northern Europe (FAO),0,1980,15.699.999
Norway,NOR,1980,0
Oceania,0,1980,40.891.113
Oceania (FAO),0,1980,4.0891
Oman,OMN,1980,0
Pakistan,PAK,1980,1.2619
Panama,PAN,1980,96.309.996
Papua New Guinea,PNG,1980,2.4261
Paraguay,PRY,1980,1.5531
Peru,PER,1980,1.5823
Philippines,PHL,1980,96.019.995
Poland,POL,1980,35.442.998
Polynesia,OWID_PYA,1980,0
Portugal,PRT,1980,1.6931
Puerto Rico,PRI,1980,1.0345
Qatar,QAT,1980,0
Reunion,REU,1980,4.2808
Romania,ROU,1980,3.2131
Rwanda,RWA,1980,1.1847
Saint Kitts and Nevis,KNA,1980,0
Saint Vincent and the Grenadines,VCT,1980,3.3125
Sao Tome and Principe,STP,1980,1.5
Saudi Arabia,SAU,1980,51.699.996
Senegal,SEN,1980,7.274
Sierra Leone,SLE,1980,9.231
Small Island Developing States (FAO),0,1980,1.0428
Solomon Islands,SLB,1980,0
Somalia,SOM,1980,1.1992
South Africa,ZAF,1980,24.194.999
South America,0,1980,1.857.926
South America (FAO),0,1980,18.578.999
South Korea,KOR,1980,4.3619
South-eastern Asia (FAO),0,1980,13.537.999
Southern Africa (FAO),0,1980,2.3429
Southern Asia (FAO),0,1980,1.2285
Southern Europe (FAO),0,1980,4.7967
Spain,ESP,1980,50.903.997
Sri Lanka,LKA,1980,1.0909
Sudan (former),0,1980,6.281
Suriname,SUR,1980,1.5847
Sweden,SWE,1980,0
Switzerland,CHE,1980,6.4715
Syria,SYR,1980,87.039.995
Taiwan,TWN,1980,28.781.998
Tanzania,TZA,1980,1.2329
Thailand,THA,1980,22.282.999
Togo,TGO,1980,9.208
Trinidad and Tobago,TTO,1980,2.806
Tunisia,TUN,1980,0
Turkey,TUR,1980,2.1269
USSR,OWID_USS,1980,3.1827
Uganda,UGA,1980,1.1085
United Arab Emirates,ARE,1980,0
United Kingdom,GBR,1980,15.699.999
United States,USA,1980,57.113.914
Upper-middle-income countries,0,1980,24.853.742
Uruguay,URY,1980,95.379.996
Vanuatu,VUT,1980,0.52
Venezuela,VEN,1980,1.4596
Vietnam,VNM,1980,1.1006
Western Africa (FAO),0,1980,9.349
Western Asia (FAO),0,1980,2.019
Western Europe (FAO),0,1980,5.4737
World,OWID_WRL,1980,3.1534
Yemen,YEM,1980,1.5758
Yugoslavia,OWID_YGS,1980,42.311.997
Zambia,ZMB,1980,1.6875
Zimbabwe,ZWE,1980,1.3396
Afghanistan,AFG,1981,16.689.999
Africa,0,1981,18.551.538
Africa (FAO),0,1981,1.8503
Albania,ALB,1981,3.1585
Algeria,DZA,1981,10.030.999
Americas (FAO),0,1981,4.6
Angola,AGO,1981,41.669.998
Antigua and Barbuda,ATG,1981,1.8
Argentina,ARG,1981,38.007.998
Asia,0,1981,22.992.477
Asia (FAO),0,1981,2.2992
Australia,AUS,1981,3.0584
Austria,AUT,1981,7.27
Bahamas,BHS,1981,1.1429
Bahrain,BHR,1981,0
Bangladesh,BGD,1981,72.999.996
Barbados,BRB,1981,2.5
Belgium-Luxembourg (FAO),0,1981,6.4799
Belize,BLZ,1981,18.443.999
Benin,BEN,1981,66.459.996
Bhutan,BTN,1981,1.4208
Bolivia,BOL,1981,16.086.999
Botswana,BWA,1981,3.611
Brazil,BRA,1981,1.833
Brunei,BRN,1981,0
Bulgaria,BGR,1981,4.2616
Burkina Faso,BFA,1981,8.297
Burundi,BDI,1981,11.230.999
Cambodia,KHM,1981,1
Cameroon,CMR,1981,9.773
Canada,CAN,1981,5.8573
Cape Verde,CPV,1981,42.859.998
Caribbean (FAO),0,1981,1.0811
Central African Republic,CAF,1981,4.098
Central America (FAO),0,1981,17.573.999
Chad,TCD,1981,875
Chile,CHL,1981,4.1277
China,CHN,1981,30.512.998
Colombia,COL,1981,13.989.999
Comoros,COM,1981,1
Congo,COG,1981,0.96
Costa Rica,CRI,1981,17.645.999
Cote d'Ivoire,CIV,1981,8.163
Cuba,CUB,1981,12.337.999
Cyprus,CYP,1981,0
Czechoslovakia,OWID_CZS,1981,4.1744
Democratic Republic of Congo,COD,1981,83.339.995
Denmark,DNK,1981,0
Djibouti,DJI,1981,2.5
Dominica,DMA,1981,14.241.999
Dominican Republic,DOM,1981,1.3852
East Timor,TLS,1981,1.0465
Eastern Africa (FAO),0,1981,14.204.999
Eastern Asia (FAO),0,1981,30.872.998
Eastern Europe (FAO),0,1981,3.2615
Ecuador,ECU,1981,1.1503
Egypt,EGY,1981,4.0936
El Salvador,SLV,1981,18.097.999
Eswatini,SWZ,1981,16.834.999
Ethiopia (former),OWID_ERE,1981,1.2973
Europe,0,1981,41.240.196
Europe (FAO),0,1981,4.125
European Union (27),0,1981,4.689.386
European Union (27) (FAO),0,1981,4.6906
Faroe Islands,FRO,1981,0
Fiji,FJI,1981,23.332.999
Finland,FIN,1981,0
France,FRA,1981,58.290.997
French Guiana,GUF,1981,0
French Polynesia,PYF,1981,0
Gabon,GAB,1981,1.4
Gambia,GMB,1981,16.446.999
Germany,DEU,1981,6.4444
Ghana,GHA,1981,10.160.999
Greece,GRC,1981,8.5771
Grenada,GRD,1981,1.0444
Guatemala,GTM,1981,1.4638
Guinea,GIN,1981,1.1111
Guinea-Bissau,GNB,1981,8.125
Guyana,GUY,1981,8.662
Haiti,HTI,1981,9.446
High-income countries,0,1981,6.332.098
Honduras,HND,1981,1.4237
Hong Kong,HKG,1981,0
Hungary,HUN,1981,58.768.997
Iceland,ISL,1981,0
India,IND,1981,1.1622
Indonesia,IDN,1981,15.259.999
Iran,IRN,1981,19.499.999
Iraq,IRQ,1981,2.2298
Ireland,IRL,1981,0
Israel,ISR,1981,4.4985
Italy,ITA,1981,7.2816
Jamaica,JAM,1981,14.542.999
Japan,JPN,1981,2.25
Jordan,JOR,1981,3.6582
Kenya,KEN,1981,15.785.999
Kuwait,KWT,1981,11
Land Locked Developing Countries (FAO),0,1981,15.439.999
Laos,LAO,1981,10.598.999
Least Developed Countries (FAO),0,1981,1.1063
Lebanon,LBN,1981,0.75
Lesotho,LSO,1981,84.669.995
Liberia,LBR,1981,0
Libya,LBY,1981,10.203.999
Low Income Food Deficit Countries (FAO),0,1981,1.418
Low-income countries,0,1981,13.986.305
Lower-middle-income countries,0,1981,13.288.012
Madagascar,MDG,1981,946
Malawi,MWI,1981,11.317.999
Malaysia,MYS,1981,1.1429
Maldives,MDV,1981,1
Mali,MLI,1981,8.836
Malta,MLT,1981,0
Mauritania,MRT,1981,51.949.996
Mauritius,MUS,1981,2.4624
Melanesia,OWID_MNS,1981,16.374.999
Mexico,MEX,1981,1.824
Middle Africa (FAO),0,1981,71.849.996
Mongolia,MNG,1981,0
Morocco,MAR,1981,24.859.999
Mozambique,MOZ,1981,5.286
Myanmar,MMR,1981,1.466
Namibia,NAM,1981,12.307.999
Nepal,NPL,1981,1.5805
Net Food Importing Developing Countries (FAO),0,1981,1.3304
Netherlands,NLD,1981,3.1481
New Caledonia,NCL,1981,3.448
New Zealand,NZL,1981,8.8295
Nicaragua,NIC,1981,9.385
Niger,NER,1981,6.875
Nigeria,NGA,1981,16.437.999
North America,0,1981,56.145.754
North Korea,PRK,1981,4.058
Northern Africa (FAO),0,1981,2.7752
Northern America (FAO),0,1981,6.8022
Northern Europe (FAO),0,1981,0
Norway,NOR,1981,0
Oceania,0,1981,42.901.654
Oceania (FAO),0,1981,42.901.998
Oman,OMN,1981,0
Pakistan,PAK,1981,12.587.999
Panama,PAN,1981,97.859.997
Papua New Guinea,PNG,1981,14.384.999
Paraguay,PRY,1981,1.6103
Peru,PER,1981,17.306.999
Philippines,PHL,1981,979
Poland,POL,1981,4.2048
Polynesia,OWID_PYA,1981,0
Portugal,PRT,1981,14.399.999
Puerto Rico,PRI,1981,54.347.997
Qatar,QAT,1981,0
Reunion,REU,1981,5.5102
Romania,ROU,1981,2.7036
Rwanda,RWA,1981,1.2328
Saint Kitts and Nevis,KNA,1981,0
Saint Vincent and the Grenadines,VCT,1981,32.352.998
Sao Tome and Principe,STP,1981,1.5152
Saudi Arabia,SAU,1981,27.269.998
Senegal,SEN,1981,1.2167
Sierra Leone,SLE,1981,1.0769
Small Island Developing States (FAO),0,1981,1.0825
Solomon Islands,SLB,1981,0
Somalia,SOM,1981,7.208
South Africa,ZAF,1981,3.3137
South America,0,1981,219.136
South America (FAO),0,1981,2.1914
South Korea,KOR,1981,43.828.998
South-eastern Asia (FAO),0,1981,1.4229
Southern Africa (FAO),0,1981,31.815.999
Southern Asia (FAO),0,1981,1.2283
Southern Europe (FAO),0,1981,4.9997
Spain,ESP,1981,50.309.997
Sri Lanka,LKA,1981,91.779.995
Sudan (former),0,1981,489
Suriname,SUR,1981,2
Sweden,SWE,1981,0
Switzerland,CHE,1981,7.5081
Syria,SYR,1981,8.343
Taiwan,TWN,1981,2.7298
Tanzania,TZA,1981,1.3622
Thailand,THA,1981,2.3538
Togo,TGO,1981,988
Trinidad and Tobago,TTO,1981,2.7858
Tunisia,TUN,1981,0
Turkey,TUR,1981,2.069
USSR,OWID_USS,1981,26.599.998
Uganda,UGA,1981,1.3154
United Arab Emirates,ARE,1981,0
United Kingdom,GBR,1981,0
United States,USA,1981,68.348.413
Upper-middle-income countries,0,1981,25.897.427
Uruguay,URY,1981,1.2365
Vanuatu,VUT,1981,0.52
Venezuela,VEN,1981,1.451
Vietnam,VNM,1981,1.117
Western Africa (FAO),0,1981,10.153.999
Western Asia (FAO),0,1981,1.9454
Western Europe (FAO),0,1981,6.0312
World,OWID_WRL,1981,3.4933
Yemen,YEM,1981,1.6972
Yugoslavia,OWID_YGS,1981,4.2695
Zambia,ZMB,1981,2.0399
Zimbabwe,ZWE,1981,2.0781
Afghanistan,AFG,1982,1.6658
Africa,0,1982,14.700.199
Africa (FAO),0,1982,1.4669
Albania,ALB,1982,3.7252
Algeria,DZA,1982,7.836
Americas (FAO),0,1982,4.704
Angola,AGO,1982,41.669.998
Antigua and Barbuda,ATG,1982,1.7879
Argentina,ARG,1982,3.0284
Asia,0,1982,24.358.218
Asia (FAO),0,1982,24.357.998
Australia,AUS,1982,3.4819
Austria,AUT,1982,7.85
Bahamas,BHS,1982,1.1654
Bahrain,BHR,1982,0
Bangladesh,BGD,1982,7.387
Barbados,BRB,1982,2.5
Belgium-Luxembourg (FAO),0,1982,78.599.997
Belize,BLZ,1982,1.9257
Benin,BEN,1982,6.484
Bhutan,BTN,1982,1.4209
Bolivia,BOL,1982,1.5733
Botswana,BWA,1982,51.879.996
Brazil,BRA,1982,17.307.999
Brunei,BRN,1982,0
Bulgaria,BGR,1982,55.046.997
Burkina Faso,BFA,1982,8.235
Burundi,BDI,1982,1.1077
Cambodia,KHM,1982,8.361
Cameroon,CMR,1982,1.0928
Canada,CAN,1982,5.8812
Cape Verde,CPV,1982,0.44
Caribbean (FAO),0,1982,11.044.999
Central African Republic,CAF,1982,4.023
Central America (FAO),0,1982,1.7276
Chad,TCD,1982,7.244
Chile,CHL,1982,3.6957
China,CHN,1982,3.2691
Colombia,COL,1982,1.4125
Comoros,COM,1982,1
Congo,COG,1982,5.701
Costa Rica,CRI,1982,1.5294
Cote d'Ivoire,CIV,1982,8.269
Cuba,CUB,1982,12.337.999
Cyprus,CYP,1982,0
Czechoslovakia,OWID_CZS,1982,53.311.996
Democratic Republic of Congo,COD,1982,8.476
Denmark,DNK,1982,0
Djibouti,DJI,1982,2.5
Dominica,DMA,1982,14.117.999
Dominican Republic,DOM,1982,1.2986
East Timor,TLS,1982,1.0435
Eastern Africa (FAO),0,1982,13.593.999
Eastern Asia (FAO),0,1982,3.3032
Eastern Europe (FAO),0,1982,4.2325
Ecuador,ECU,1982,1.4964
Egypt,EGY,1982,41.180.997
El Salvador,SLV,1982,17.343.999
Eswatini,SWZ,1982,8.868
Ethiopia (former),OWID_ERE,1982,18.384.999
Europe,0,1982,48.456.864
Europe (FAO),0,1982,48.469.996
European Union (27),0,1982,5.452.099
European Union (27) (FAO),0,1982,5.454
Faroe Islands,FRO,1982,0
Fiji,FJI,1982,2.0619
Finland,FIN,1982,0
France,FRA,1982,6.3185
French Guiana,GUF,1982,0
French Polynesia,PYF,1982,0
Gabon,GAB,1982,1.4583
Gambia,GMB,1982,18.084.999
Germany,DEU,1982,65.716.996
Ghana,GHA,1982,92.759.997
Greece,GRC,1982,8.7079
Grenada,GRD,1982,0.9
Guatemala,GTM,1982,1.6449
Guinea,GIN,1982,1.1111
Guinea-Bissau,GNB,1982,0.65
Guyana,GUY,1982,8.831
Haiti,HTI,1982,99.939.996
High-income countries,0,1982,66.901.565
Honduras,HND,1982,13.450.999
Hong Kong,HKG,1982,0
Hungary,HUN,1982,6.8743
Iceland,ISL,1982,0
India,IND,1982,1.1448
Indonesia,IDN,1982,15.692.999
Iran,IRN,1982,2
Iraq,IRQ,1982,2.3648
Ireland,IRL,1982,0
Israel,ISR,1982,65.267.997
Italy,ITA,1982,6.7509
Jamaica,JAM,1982,1.3022
Japan,JPN,1982,2.0297
Jordan,JOR,1982,28.874.998
Kenya,KEN,1982,2.0712
Kuwait,KWT,1982,5
Land Locked Developing Countries (FAO),0,1982,1.2937
Laos,LAO,1982,1.0998
Least Developed Countries (FAO),0,1982,1.0988
Lebanon,LBN,1982,6.957
Lesotho,LSO,1982,7.265
Liberia,LBR,1982,0
Libya,LBY,1982,10.203.999
Low Income Food Deficit Countries (FAO),0,1982,1.3973
Low-income countries,0,1982,13.893.068
Lower-middle-income countries,0,1982,12.912.861
Madagascar,MDG,1982,9.697
Malawi,MWI,1982,11.791.999
Malaysia,MYS,1982,1.125
Maldives,MDV,1982,1
Mali,MLI,1982,9.927
Malta,MLT,1982,0
Mauritania,MRT,1982,5.714
Mauritius,MUS,1982,2.5369
Melanesia,OWID_MNS,1982,14.902.999
Mexico,MEX,1982,17.975.999
Middle Africa (FAO),0,1982,7.477
Mongolia,MNG,1982,0
Morocco,MAR,1982,61.719.996
Mozambique,MOZ,1982,4.375
Myanmar,MMR,1982,1.76
Namibia,NAM,1982,12.307.999
Nepal,NPL,1982,14.061.999
Net Food Importing Developing Countries (FAO),0,1982,1.378
Netherlands,NLD,1982,51.545.997
New Caledonia,NCL,1982,31.820.998
New Zealand,NZL,1982,9.070.499
Nicaragua,NIC,1982,9.256
Niger,NER,1982,6.809
Nigeria,NGA,1982,1.3777
North America,0,1982,60.152.593
North Korea,PRK,1982,4.2029
Northern Africa (FAO),0,1982,2.8444
Northern America (FAO),0,1982,70.636.997
Northern Europe (FAO),0,1982,0
Norway,NOR,1982,0
Oceania,0,1982,46.622.386
Oceania (FAO),0,1982,4.6622
Oman,OMN,1982,0
Pakistan,PAK,1982,1.273
Panama,PAN,1982,85.609.996
Papua New Guinea,PNG,1982,1.3258
Paraguay,PRY,1982,1.4892
Peru,PER,1982,1.7418
Philippines,PHL,1982,98.999.995
Poland,POL,1982,41.956.997
Polynesia,OWID_PYA,1982,0
Portugal,PRT,1982,1.5643
Puerto Rico,PRI,1982,4
Qatar,QAT,1982,0
Reunion,REU,1982,5.5102
Romania,ROU,1982,38.163.998
Rwanda,RWA,1982,1.1606
Saint Kitts and Nevis,KNA,1982,0
Saint Vincent and the Grenadines,VCT,1982,33.332.999
Sao Tome and Principe,STP,1982,1.5152
Saudi Arabia,SAU,1982,93.539.995
Senegal,SEN,1982,9.758
Sierra Leone,SLE,1982,10.713.999
Small Island Developing States (FAO),0,1982,1.0891
Solomon Islands,SLB,1982,0
Somalia,SOM,1982,7.172
South Africa,ZAF,1982,1.8827
South America,0,1982,19.465.797
South America (FAO),0,1982,1.9466
South Korea,KOR,1982,4.1194
South-eastern Asia (FAO),0,1982,1.4165
Southern Africa (FAO),0,1982,18.334.999
Southern Asia (FAO),0,1982,1.2061
Southern Europe (FAO),0,1982,5.338
Spain,ESP,1982,55.703.998
Sri Lanka,LKA,1982,8.379
Sudan (former),0,1982,4.915
Suriname,SUR,1982,15.555.999
Sweden,SWE,1982,0
Switzerland,CHE,1982,8.532.599
Syria,SYR,1982,8.954
Taiwan,TWN,1982,30.277.998
Tanzania,TZA,1982,13.429.999
Thailand,THA,1982,2.2988
Togo,TGO,1982,86.149.997
Trinidad and Tobago,TTO,1982,2.8062
Tunisia,TUN,1982,0
Turkey,TUR,1982,2.3448
USSR,OWID_USS,1982,35.375.998
Uganda,UGA,1982,13.788.999
United Arab Emirates,ARE,1982,0
United Kingdom,GBR,1982,0
United States,USA,1982,71.047.196
Upper-middle-income countries,0,1982,26.139.321
Uruguay,URY,1982,1.025
Vanuatu,VUT,1982,0.52
Venezuela,VEN,1982,16.424.999
Vietnam,VNM,1982,1.1487
Western Africa (FAO),0,1982,9.578
Western Asia (FAO),0,1982,2.2147
Western Europe (FAO),0,1982,65.144.997
World,OWID_WRL,1982,3.609
Yemen,YEM,1982,17.336.999
Yugoslavia,OWID_YGS,1982,4.9586
Zambia,ZMB,1982,1.6507
Zimbabwe,ZWE,1982,1.2767
Afghanistan,AFG,1983,16.640.999
Africa,0,1983,11.585.501
Africa (FAO),0,1983,1.1567
Albania,ALB,1983,4.2263
Algeria,DZA,1983,93.329.996
Americas (FAO),0,1983,3.3913
Angola,AGO,1983,4.583
Antigua and Barbuda,ATG,1983,1.7895
Argentina,ARG,1983,3.0303
Asia,0,1983,26.478.264
Asia (FAO),0,1983,2.6478
Australia,AUS,1983,2.1653
Austria,AUT,1983,6.99
Bahamas,BHS,1983,1.25
Bahrain,BHR,1983,0
Bangladesh,BGD,1983,7.829
Barbados,BRB,1983,2.5
Belgium-Luxembourg (FAO),0,1983,75.299.997
Belize,BLZ,1983,1.7004
Benin,BEN,1983,6.222
Bhutan,BTN,1983,13.996.999
Bolivia,BOL,1983,12.926.999
Botswana,BWA,1983,43.339.998
Brazil,BRA,1983,17.495.999
Brunei,BRN,1983,0
Bulgaria,BGR,1983,52.290.998
Burkina Faso,BFA,1983,5.647
Burundi,BDI,1983,1.1385
Cambodia,KHM,1983,87.759.995
Cameroon,CMR,1983,1.0291
Canada,CAN,1983,55.176.997
Cape Verde,CPV,1983,3.857
Caribbean (FAO),0,1983,1.0641
Central African Republic,CAF,1983,41.759.998
Central America (FAO),0,1983,1.7479
Chad,TCD,1983,7.776
Chile,CHL,1983,4.337
China,CHN,1983,36.234.999
Colombia,COL,1983,1.4834
Comoros,COM,1983,1.25
Congo,COG,1983,7.166
Costa Rica,CRI,1983,1.5159
Cote d'Ivoire,CIV,1983,74.549.997
Cuba,CUB,1983,12.337.999
Cyprus,CYP,1983,0
Czechoslovakia,OWID_CZS,1983,4.4434
Democratic Republic of Congo,COD,1983,83.089.995
Denmark,DNK,1983,0
Djibouti,DJI,1983,2.5
Dominica,DMA,1983,13.888.999
Dominican Republic,DOM,1983,1.4136
East Timor,TLS,1983,1.0213
Eastern Africa (FAO),0,1983,1.2597
Eastern Asia (FAO),0,1983,3.651
Eastern Europe (FAO),0,1983,3.8844
Ecuador,ECU,1983,1.1146
Egypt,EGY,1983,42.792.997
El Salvador,SLV,1983,18.348.999
Eswatini,SWZ,1983,6.768
Ethiopia (former),OWID_ERE,1983,19.555.999
Europe,0,1983,45.894.613
Europe (FAO),0,1983,4.5905
European Union (27),0,1983,5.086.414
European Union (27) (FAO),0,1983,50.878.997
Faroe Islands,FRO,1983,0
Fiji,FJI,1983,2.2579
Finland,FIN,1983,0
France,FRA,1983,6.25
French Guiana,GUF,1983,0
French Polynesia,PYF,1983,0
Gabon,GAB,1983,1.5
Gambia,GMB,1983,1.2319
Germany,DEU,1983,5.5224
Ghana,GHA,1983,42.999.998
Greece,GRC,1983,9.1563
Grenada,GRD,1983,9.493
Guatemala,GTM,1983,18.356.999
Guinea,GIN,1983,1.1111
Guinea-Bissau,GNB,1983,625
Guyana,GUY,1983,90.669.996
Haiti,HTI,1983,92.999.995
High-income countries,0,1983,50.692.835
Honduras,HND,1983,14.850.999
Hong Kong,HKG,1983,0
Hungary,HUN,1983,5.694
Iceland,ISL,1983,0
India,IND,1983,1.3521
Indonesia,IDN,1983,1.6944
Iran,IRN,1983,19.564.999
Iraq,IRQ,1983,1.8733
Ireland,IRL,1983,0
Israel,ISR,1983,72.044.997
Italy,ITA,1983,6.824
Jamaica,JAM,1983,1.2945
Japan,JPN,1983,1.3627
Jordan,JOR,1983,1.3333
Kenya,KEN,1983,1.7692
Kuwait,KWT,1983,5
Land Locked Developing Countries (FAO),0,1983,11.582.999
Laos,LAO,1983,1.0694
Least Developed Countries (FAO),0,1983,11.317.999
Lebanon,LBN,1983,6.667
Lesotho,LSO,1983,736
Liberia,LBR,1983,0
Libya,LBY,1983,10.203.999
Low Income Food Deficit Countries (FAO),0,1983,1.3209
Low-income countries,0,1983,13.912.107
Lower-middle-income countries,0,1983,12.794.951
Madagascar,MDG,1983,1.0459
Malawi,MWI,1983,1.171
Malaysia,MYS,1983,1.4286
Maldives,MDV,1983,1
Mali,MLI,1983,11.424.999
Malta,MLT,1983,0
Mauritania,MRT,1983,0.5
Mauritius,MUS,1983,2.8657
Melanesia,OWID_MNS,1983,15.805.999
Mexico,MEX,1983,1.777
Middle Africa (FAO),0,1983,7.492
Mongolia,MNG,1983,0
Morocco,MAR,1983,59.419.996
Mozambique,MOZ,1983,4.125
Myanmar,MMR,1983,17.120.999
Namibia,NAM,1983,12.142.999
Nepal,NPL,1983,1.5108
Net Food Importing Developing Countries (FAO),0,1983,1.3757
Netherlands,NLD,1983,63.090.997
New Caledonia,NCL,1983,3.1989
New Zealand,NZL,1983,8.2985
Nicaragua,NIC,1983,99.509.996
Niger,NER,1983,6.204
Nigeria,NGA,1983,97.069.997
North America,0,1983,41.114.416
North Korea,PRK,1983,4.3478
Northern Africa (FAO),0,1983,28.946.998
Northern America (FAO),0,1983,5.1103
Northern Europe (FAO),0,1983,0
Norway,NOR,1983,0
Oceania,0,1983,33.866.384
Oceania (FAO),0,1983,3.3866
Oman,OMN,1983,0
Pakistan,PAK,1983,1.2701
Panama,PAN,1983,9.119
Papua New Guinea,PNG,1983,15.950.999
Paraguay,PRY,1983,15.411.999
Peru,PER,1983,16.976.999
Philippines,PHL,1983,10.231.999
Poland,POL,1983,4.1362
Polynesia,OWID_PYA,1983,0
Portugal,PRT,1983,1.5609
Puerto Rico,PRI,1983,5
Qatar,QAT,1983,0
Reunion,REU,1983,4.1763
Romania,ROU,1983,3.5079
Rwanda,RWA,1983,1.2916
Saint Kitts and Nevis,KNA,1983,0
Saint Vincent and the Grenadines,VCT,1983,3.3514
Sao Tome and Principe,STP,1983,1.5
Saudi Arabia,SAU,1983,8.136
Senegal,SEN,1983,85.929.996
Sierra Leone,SLE,1983,10.713.999
Small Island Developing States (FAO),0,1983,1.0543
Solomon Islands,SLB,1983,0
Somalia,SOM,1983,1.0782
South Africa,ZAF,1983,0.94
South America,0,1983,19.735.119
South America (FAO),0,1983,19.734.999
South Korea,KOR,1983,36.927.998
South-eastern Asia (FAO),0,1983,1.5116
Southern Africa (FAO),0,1983,9.328
Southern Asia (FAO),0,1983,1.3726
Southern Europe (FAO),0,1983,5.2246
Spain,ESP,1983,5.0923
Sri Lanka,LKA,1983,10.964.999
Sudan (former),0,1983,4.906
Suriname,SUR,1983,1.3525
Sweden,SWE,1983,0
Switzerland,CHE,1983,73.023.996
Syria,SYR,1983,48.409.998
Taiwan,TWN,1983,4.4898
Tanzania,TZA,1983,1.3427
Thailand,THA,1983,2.2674
Togo,TGO,1983,6.691
Trinidad and Tobago,TTO,1983,2.8079
Tunisia,TUN,1983,0
Turkey,TUR,1983,26.908.998
USSR,OWID_USS,1983,34.136.999
Uganda,UGA,1983,1.4
United Arab Emirates,ARE,1983,0
United Kingdom,GBR,1983,0
United States,USA,1983,5.090.042
Upper-middle-income countries,0,1983,26.275.373
Uruguay,URY,1983,1.114
Vanuatu,VUT,1983,0.52
Venezuela,VEN,1983,1.5726
Vietnam,VNM,1983,1.2371
Western Africa (FAO),0,1983,0.78
Western Asia (FAO),0,1983,24.150.999
Western Europe (FAO),0,1983,6.2776
World,OWID_WRL,1983,2.9452
Yemen,YEM,1983,9.726
Yugoslavia,OWID_YGS,1983,4.7345
Zambia,ZMB,1983,17.107.999
Zimbabwe,ZWE,1983,6.821
Afghanistan,AFG,1984,16.611.999
Africa,0,1984,120.395
Africa (FAO),0,1984,12.020.999
Albania,ALB,1984,37.208.998
